"Faculty","Year","Publication"
"Springer",2024,"C Denver. 2024. Water Balance Analysis for the Upper Lake Mary Paired-Watershed, Arizona, Northern Arizona University ."
"Springer",2024,"DK Kreamer, LE Stevens, AE Springer. 2024. The role of water in ecosystems (SDG 6.6): achieving sustainable development for spring ecosystems, Water Matters 121-128."
"Stuart",2024,"D Stuart, B Petersen, R Gunderson. 2024. Addressing the Irrational Drivers of the Climate Crisis: Surplus Repression and Destructive Production, Nature and Culture 19 (2), 113-134."
"Stuart",2024,"A Stern, A Vaughn, N Wauben, P Eskridge-Aldama, D Stuart. 2024. Jon J. Berger. Solving the climate crisis: frontline reports from the race to save earth, Journal of Environmental Studies and Sciences 1-3."
"Stuart",2024,"D Stuart. 2024. The Human Crisis Revisited: Albert Camus and Climate Rebellion, Critical Horizons 25 (2), 111-128."
"Stuart",2024,"D Stuart, R Gunderson, B Petersen. 2024. Revisiting Marcuse’s Technological Rationality: Nuclear Fusion Advancement in the Age of Climate Change, Critical Sociology 50 (2), 297-316."
"Umhoefer",2024,"LA Thompson, GB Haxel, DW Peterson, DJ May, RM Tosdal, RJ Miller, et al.. 2024. Bedrock Geologic Map of Organ Pipe Cactus National Monument and Vicinity, Southwest Arizona, Arizona Geological Survey (Tucson, AZ) ."
"Wasylenki",2024,"LE Wasylenki, RM Wells, LJ Spivak-Birndorf, EJ Baransky, AJ Frierdich. 2024. Toward mending the marine mass balance model for nickel: Experimentally determined isotope fractionation during Ni sorption to birnessite, Geochimica et Cosmochimica Acta 379, 76-88."
"Aslan",2023,"RP Bixler, RS Epanchin-Niell, MW Brunson, RD Tarver, BA Sikes, et al.. 2023. How social and ecological characteristics shape transaction costs in polycentric wildfire governance: insights from the Sequoia-Kings Canyon Ecosystem, California, USA, Ecology and Society 28 (1)."
"Aslan",2023,"S Abercrombie, DL Stuart, CE Aslan, S Souther, BC Petersen. 2023. Training community engaged climate adaptation leaders using multiple case study analysis: insights from cognitive learning sciences, Frontiers in Climate 5, 1196467."
"Aslan",2023,"SL Lehnert, KE Grimm, CE Aslan, SJK Frey, MM Mark. 2023. Landowner preferences for tree configurations in rural Costa Rica: a photo-based survey approach, Regional Environmental Change 23 (3), 104."
"Aslan",2023,"N Otto, M Brunson, C Aslan. 2023. Disturbance and Invasive Plant Occurrence along High-Elevation Boundaries Surrounding California Protected Areas, Natural Areas Journal 43 (1), 72-77."
"Best",2023,"LE Hansen, CB Yackulic, BG Dickson, BR Deemer, RJ Best. 2023. Linking ecosystem processes to consumer growth rates: gross primary productivity as a driver of freshwater fish somatic growth in a resource-limited river, Canadian Journal of Fisheries and Aquatic Sciences 80 (9), 1456-1469."
"Biggs",2023,"AR Braczkowski, CJ O’Bryan, C Lessmann, C Rondinini, AP Crysell, et al.. 2023. The unequal burden of human-wildlife conflict, Communications Biology 6 (1), 182."
"Biggs",2023,"E Gallo-Cajiao, S Lieberman, N Dolšak, A Prakash, R Labonté, D Biggs, et al.. 2023. Global governance for pandemic prevention and the wildlife trade, The Lancet Planetary Health 7 (4), e336-e345."
"Biggs",2023,"E Gallo-Cajiao, N Dolšak, A Prakash, T Mundkur, PG Harris, RB Mitchell, et al.. 2023. Implications of Russia’s invasion of Ukraine for the governance of biodiversity conservation, Frontiers in Conservation Science 4, 989019."
"Biggs",2023,"H Cheung, YP Feng, A Hinsley, TM Lee, HP Possingham, SN Smith, et al.. 2023. Understanding China's political will for sustainability and conservation gains, John Wiley & Sons Ltd on behalf of British Ecological Society. ."
"Biggs",2023,"Y Gao, Y Liu, Y Luo, D Biggs, W Zhao, SG Clark. 2023. Tracking Chinese newspaper coverage of elephant ivory through topic modeling, Conservation Biology 37 (5), e14072."
"Biggs",2023,"D Biggs, AJ Peel, C Astaras, A Braczkowski, H Cheung, CY Choi, et al.. 2023. Governance principles for the wildlife trade to reduce spillover and pandemic risk, CABI One Health, ohcs s202300013."
"Biggs",2023,"R Barbosa de Andrade Aragao, MG Bastos Lima, GL Burns, H Ross, et al.. 2023. ‘greenlash’and Reactionary Stakeholders in Environmental Governance: an Analysis of Soy Farmers Against Zero Deforestation in Brazil, Available at SSRN 4677207."
"Biggs",2023,"AR Braczkowski, CJ O'Bryan, D Biggs, S Gilbert. 2023. Losing a calf to wolves in Sweden hurts. But if lions take one in Uganda, a farming family’s income is gone, The Conversation Media Group ."
"Biggs",2023,"E GALLO-CAJIAO, D BIGGS, N DOLSAK, P HARRIS. 2023. Russia’s aggression threatens efforts to protect nature beyond Ukraine, The Conversation ."
"Byrnes",2023,"J Byrnes, J Gaherty, E Hopper. 2023. Seismic Architecture of the Lithosphere-Asthenosphere System in the Western United States from a Joint Inversion of Body- and Surface-wave Observations: Distribution of Partial …, Seismica 2 (2)."
"Byrnes",2023,"V Mittal, MD Long, RL Evans, JS Byrnes, M Bezada. 2023. Joint analysis of seismic and electrical observables beneath the Central Appalachians requires partial melt in the upper mantle, Geochemistry, Geophysics, Geosystems 24 (3), e2022GC010690."
"Byrnes",2023,"MJ Bezada, JS Byrnes, Z Zhu, H Lee. 2023. Lateral variations in teleseismic attenuation of the conterminous US and new insights derived from its relationship to Mantle seismic velocity, Journal of Geophysical Research: Solid Earth 128 (12), e2023JB027299."
"Erb",2023,"I Malmierca-Vallet, LC Sime. 2023. Dansgaard–Oeschger events in climate models: review and baseline Marine Isotope Stage 3 (MIS3) protocol, Climate of the Past 19 (5), 915-942."
"Erb",2023,"CL Hancock, NP McKay, MP Erb, DS Kaufman, CR Routson, RF Ivanovic, et al.. 2023. Global synthesis of regional Holocene hydroclimate variability using proxy and model data, Paleoceanography and Paleoclimatology 38 (6), e2022PA004597."
"Erb",2023,"Z Jiang, CM Brierley, J Bader, P Braconnot, M Erb, PO Hopcroft, D Jiang, et al.. 2023. No consistent simulated trends in the Atlantic Meridional Overturning Circulation for the past 6,000 years, Geophysical Research Letters 50 (10), e2023GL103078."
"Erb",2023,"EK Thomas, AA Cluett, MP Erb, NP McKay, JP Briner, IS Castañeda, et al.. 2023. Early Holocene Laurentide Ice Sheet Retreat Influenced Summer Atmospheric Circulation in Baffin Bay, Geophysical Research Letters 50 (13), e2023GL103428."
"Erb",2023,"SC Sanchez, AR Atwood, J Scheff, MP Erb. 2023. Advancing Paleoclimatology by Combining Data, Models, and Theory III Poster, AGU U23."
"Fegyveresi",2023,"JA Epifanio, EJ Brook, C Buizert, EC Pettit, JS Edwards, JM Fegyveresi, et al.. 2023. Millennial and orbital-scale variability in a 54 000-year record of total air content from the South Pole ice core, The Cryosphere 17 (11), 4837-4851."
"Fegyveresi",2023,"JM Fegyveresi, RB Alley, JJ Fitzpatrick, DE Voigt, ZR Courville, C Buizert, et al.. 2023. Temperature reconstruction from measured bubble number-density evolution in the South Pole Ice Core since the Late Glacial (18.5 ka), AGU U23."
"Gaherty",2023,"HA Janiszewski, Z Eilon, JB Russell, B Brunsvik, JB Gaherty, SG Mosher, et al.. 2023. Broad-band ocean bottom seismometer noise properties, Geophysical Journal International 233 (1), 297-315."
"Gaherty",2023,"J Byrnes, J Gaherty, E Hopper. 2023. Seismic architecture of the lithosphere-asthenosphere system in the western United States from a joint inversion of body-and surface-wave observations: Distribution of partial …, Seismica 2 (2)."
"Gaherty",2023,"T Yakubu. 2023. High-resolution Rayleigh-wave tomography constraints on hydration, faulting, and mantle fabric in the incoming plate along the Alaska Subduction Zone, Northern Arizona University ."
"Haro",2023,"RA Erickson, D Baumann, B Bennie, W Bungula, AR Cupp, J Diffendorfer, et al.. 2023. Bridging the Gap Between Mathematical Biology and Undergraduate Education Using Applicable Natural Resource Modeling, Letters in Biomathematics 10 (1), 185-191."
"Huntzinger",2023,"MA Xenopoulos, B Bond‐Lamberty, D Huntzinger, AR Desai, X Feng, et al.. 2023. Update on Our Action Plan for Equity, Inclusion, and Diversity in Publishing at JGR: Biogeosciences, Journal of Geophysical Research: Biogeosciences 128 (8), e2023JG007712."
"Huntzinger",2023,"D Huntzinger, B Bond‐Lamberty, AR Desai, MA Xenopoulos. 2023. Shining a Spotlight on Our 2022 Reviewers for JGR: Biogeosciences., Journal of Geophysical Research. Biogeosciences 128 (4)."
"Joyal",2023,"R Porter, T Joyal, R Beers, A Youberg, J Loverich, E Schenk, et al.. 2023. Characterization of environmental seismic signals in a post‐wildfire environment: Examples from the Museum Fire, AZ, Journal of Geophysical Research: Earth Surface 128 (7), 18."
"Joyal",2023,"T Joyal, AK Fremier, J Boll. 2023. Modeled forest conversion influences humid tropical watershed hydrology more than projected climate change, Hydrology 10 (8), 160."
"Kaufman",2023,"RP Allan, PA Arias, S Berger, JG Canadell, C Cassou, D Chen, A Cherchi, et al.. 2023. Intergovernmental Panel on Climate Change (IPCC). Summary for Policymakers, Climate change 2021: The physical science basis. Contribution of working …."
"Kaufman",2023,"DS Kaufman, E Broadman. 2023. Revisiting the Holocene global temperature conundrum, Nature 614 (7948), 425-435."
"Kaufman",2023,"M Do Nascimento Ritter, F Erthal, MA Kosnik, M Kowalewski, JC Coimbra, et al.. 2023. Onshore-offshore trends in the temporal resolution of molluscan death assemblages: how age-frequency distributions reveal Quaternary sea-level history, Palaios 38 (3), 148-157."
"Kaufman",2023,"CL Hancock, NP McKay, MP Erb, DS Kaufman, CR Routson, RF Ivanovic, et al.. 2023. Global synthesis of regional Holocene hydroclimate variability using proxy and model data, Paleoceanography and Paleoclimatology 38 (6), e2022PA004597."
"Kaufman",2023,"LP Marshall, DS Kaufman, RS Anderson, NP McKay, EAG Schuur. 2023. Organic‐matter accumulation and degradation in Holocene permafrost deposits along a central Alaska hillslope, Journal of Geophysical Research: Biogeosciences 128 (9), e2022JG007290."
"Kaufman",2023,"LL Thurston, E Schiefer, NP McKay, DS Kaufman. 2023. Suspended sediment deposition and sediment yields at Lake Peters, northeast Brooks Range, Alaska: Fluvial‐and lake‐based approaches, Earth Surface Processes and Landforms 48 (13), 2521-2535."
"Kaufman",2023,"SR Durham, GP Dietl, Q Hua, JC Handley, D Kaufman, CP Clark. 2023. Age variability and decadal time-averaging in oyster reef death assemblages, Geology 51 (11), 1067-1071."
"Kaufman",2023,"EA Wrobleski, E Broadman, A Werner, DT Rodbell, DS Kaufman. 2023. Postglacial environmental change inferred from carbonate‐and organic‐rich sediments of groundwater‐fed Kelly Lake, Kenai Peninsula, south‐central Alaska, Journal of Quaternary Science 38 (8), 1233-1250."
"Kaufman",2023,"L Marshall, D Kaufman, RS Anderson, N McKay, E Schuur. 2023. Organic-Matter Accumulation and Degradation in Holocene Permafrost Deposits Along a Central Alaska Hillslope, 2020-2022, NSF Arctic Data Center ."
"Kaufman",2023,"D Kaufman, G Miller. 2023. Amino acid geochronology, Elsevier ."
"Kaufman",2023,"A Rovere, KZ Rubio Sandoval, DD Ryan, S Richiano, LM Giachetti, et al.. 2023. Supplementary Information and data for:"" Quaternary and Pliocene sea-level changes at Camarones, central Patagonia, Argentina"", (No Title) ."
"Kaufman",2023,"SR Durham, GP Dietl, JC Handley, Q Hua, CP Clark, JQ Pier, et al.. 2023. Oyster Death Assemblages as Archives of Historical Information for Studying Long-Term Trends in Oyster Body Size, Bulletin of the Florida Museum of Natural History 60 (2), 75-75."
"Kaufman",2023,"G West, DS Kaufman, M Jakobsson, M O'Regan. 2023. NOAA/WDS Paleoclimatology-Quaternary Arctic Ocean Foraminifer Amino Acid Racemization Data, NOAA National Centers for Environmental Information ."
"Kaufman",2023,"E Millman, LJ Wheeler, K Billups, DS Kaufman, KEH Penkman. 2023. NOAA/WDS Paleoclimatology-Blake Bahama Outer Ridge and Humber Estuary, UK Oxidizing Pre-Treatments on Amino Acids Data over the last 900ka, NOAA National Centers for Environmental Information ."
"McKay",2023,"BL Konecky, NP McKay, GM Falster, SL Stevenson, MJ Fischer, et al.. 2023. Globally coherent water cycle response to temperature change during the past two millennia, Nature Geoscience 16 (11), 997-1004."
"McKay",2023,"CL Hancock, NP McKay, MP Erb, DS Kaufman, CR Routson, RF Ivanovic, et al.. 2023. Global synthesis of regional Holocene hydroclimate variability using proxy and model data, Paleoceanography and Paleoclimatology 38 (6), e2022PA004597."
"McKay",2023,"F Zhu, J Emile-Geay, KJ Anchukaitis, NP McKay, S Stevenson, Z Meng. 2023. A pseudoproxy emulation of the PAGES 2k database using a hierarchy of proxy system models, Scientific Data 10 (1), 624."
"McKay",2023,"LP Marshall, DS Kaufman, RS Anderson, NP McKay, EAG Schuur. 2023. Organic‐matter accumulation and degradation in Holocene permafrost deposits along a central Alaska hillslope, Journal of Geophysical Research: Biogeosciences 128 (9), e2022JG007290."
"McKay",2023,"AA Cluett, EK Thomas, NP McKay, OC Cowling, IS Castañeda, C Morrill. 2023. Lake dynamics modulate the air temperature variability recorded by sedimentary aquatic biomarkers: A Holocene case study from western Greenland, Journal of Geophysical Research: Biogeosciences 128 (7), e2022JG007106."
"McKay",2023,"LL Thurston, E Schiefer, NP McKay, DS Kaufman. 2023. Suspended sediment deposition and sediment yields at Lake Peters, northeast Brooks Range, Alaska: Fluvial‐and lake‐based approaches, Earth Surface Processes and Landforms 48 (13), 2521-2535."
"McKay",2023,"EK Thomas, AA Cluett, MP Erb, NP McKay, JP Briner, IS Castañeda, et al.. 2023. Early Holocene Laurentide Ice Sheet Retreat Influenced Summer Atmospheric Circulation in Baffin Bay, Geophysical Research Letters 50 (13), e2023GL103428."
"Mueller",2023,"RA Fitch, JM Mueller, J Meldrum, C Huber. 2023. Estimating proximity effects to wildfire fuels treatments on house prices in Cibola National Forest, New Mexico, USA, Landscape and Urban Planning 238, 104838."
"Mueller",2023,"AJ Lewis, S Kunze, JM Mueller, RA Fitch, AE Springer. 2023. Human perceptions of competing interests in springs ecosystem management on public land in southwestern United States, Groundwater for Sustainable Development 22, 100966."
"Mueller",2023,"GK Roberts, DJ Pride, JM Little, JM Mueller. 2023. Willingness to Pay for Renewably-Sourced Home Heating in the Fairbanks North Star Borough, Energies 16 (8), 3413."
"Nielsen",2023,"Y Huang, G Lasco, VG Yu, M Wazan, SM Lambertini, RV Gundur, et al.. 2023. Journal of Illicit Economies and Development, Policy 5 (2), 42-53."
"Parnell",2023,"RA Parnell, A Gangwish. 2023. Effective Collaborative Decision-Making Includes Stakeholder Analysis and Communication, A Practical Guide for Developing Cross-Disciplinary Collaboration Skills … ."
"Perry",2023,"ML Piczak, D Perry, SJ Cooke, I Harrison, S Benitez, A Koning, L Peng, et al.. 2023. Protecting and restoring habitats to benefit freshwater biodiversity, Environmental Reviews ."
"Porter",2023,"R Porter, T Joyal, R Beers, A Youberg, J Loverich, E Schenk, et al.. 2023. Characterization of environmental seismic signals in a post‐wildfire environment: Examples from the Museum Fire, AZ, Journal of Geophysical Research: Earth Surface 128 (7), 18."
"Porter",2023,"X Ding, RC Porter, A Koptev, MR Reid, B Kuhasubpasin, A Bahadori. 2023. Interdisciplinary Studies on the Interplay of Surface Processes, Lithospheric Deformation, and Mantle Dynamics: Application to Orogenic Plateaus and Other Tectonic Environments …, AGU U23."
